Photobacterium carnosum,FS10000603:2:BPC29607-1927:1:1101:5350:1000,NR_156814.1,98.000,150,3,0,1,150,336,485,5.24e-66,261
Photobacterium phosphoreum,FS10000603:2:BPC29607-1927:1:1101:7100:1000,MK648254.1,100.000,151,0,0,1,151,311,461,1.46e-71,279
Photobacterium kishitanii,FS10000603:2:BPC29607-1927:1:1101:8420:1000,AB836833.1,98.675,151,2,0,1,151,247,397,3.16e-68,268
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:12010:1000,MK948880.1,98.667,150,2,0,1,150,330,479,1.13e-67,267
Photobacterium carnosum,FS10000603:2:BPC29607-1927:1:1101:12630:1000,NR_156814.1,98.013,151,2,1,1,151,336,485,5.28e-66,261
Photobacterium phosphoreum,FS10000603:2:BPC29607-1927:1:1101:16380:1000,MK648254.1,100.000,150,0,0,1,150,311,460,5.20e-71,278
Photobacterium kishitanii,FS10000603:2:BPC29607-1927:1:1101:2190:1010,AB836833.1,99.338,151,1,0,1,151,247,397,6.79e-70,274
Photobacterium carnosum,FS10000603:2:BPC29607-1927:1:1101:2370:1010,NR_156814.1,98.675,151,2,0,1,151,336,486,3.16e-68,268
Photobacterium carnosum,FS10000603:2:BPC29607-1927:1:1101:9680:1010,NR_156814.1,99.338,151,1,0,1,151,336,486,6.79e-70,274
Photobacterium kishitanii,FS10000603:2:BPC29607-1927:1:1101:10490:1010,AB836833.1,98.013,151,3,0,1,151,247,397,1.47e-66,263
Photobacterium carnosum,FS10000603:2:BPC29607-1927:1:1101:2160:1020,NR_156814.1,98.675,151,2,0,1,151,336,486,3.16e-68,268
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:6040:1020,MK948880.1,98.675,151,2,0,1,151,330,480,3.16e-68,268
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:7050:1020,MK948880.1,99.306,144,1,0,7,150,339,482,5.24e-66,261
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:8470:1020,MK948880.1,98.667,150,2,0,1,150,330,479,1.13e-67,267
Photobacterium kishitanii,FS10000603:2:BPC29607-1927:1:1101:9170:1030,AB836833.1,98.675,151,2,0,1,151,247,397,3.16e-68,268
Photobacterium phosphoreum,FS10000603:2:BPC29607-1927:1:1101:14880:1030,MK648254.1,98.658,149,2,0,1,149,311,459,4.02e-67,265
Photobacterium phosphoreum,FS10000603:2:BPC29607-1927:1:1101:3210:1040,MK648254.1,100.000,151,0,0,1,151,311,461,1.46e-71,279
Photobacterium kishitanii,FS10000603:2:BPC29607-1927:1:1101:9200:1040,AB836833.1,98.675,151,2,0,1,151,247,397,3.16e-68,268
Photobacterium sp.,FS10000603:2:BPC29607-1927:1:1101:11810:1040,MH818495.1,97.351,151,4,0,1,151,250,400,6.83e-65,257
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:6270:1050,MK948880.1,98.013,151,3,0,1,151,330,480,1.47e-66,263
Photobacterium kishitanii,FS10000603:2:BPC29607-1927:1:1101:9100:1050,AB836833.1,98.013,151,3,0,1,151,247,397,1.47e-66,263
uncultured bacterium,FS10000603:2:BPC29607-1927:1:1101:11610:1050,MH556302.1,99.338,151,1,0,1,151,293,443,6.79e-70,274
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:1210:1060,MK948880.1,98.013,151,3,0,1,151,330,480,1.47e-66,263
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:2150:1060,MK948880.1,98.000,150,3,0,1,150,330,479,5.24e-66,261
Photobacterium carnosum,FS10000603:2:BPC29607-1927:1:1101:3140:1060,NR_156814.1,98.667,150,2,0,1,150,336,485,1.13e-67,267
Photobacterium phosphoreum,FS10000603:2:BPC29607-1927:1:1101:8410:1060,MK648254.1,99.338,151,1,0,1,151,311,461,6.79e-70,274
Photobacterium carnosum,FS10000603:2:BPC29607-1927:1:1101:11810:1060,NR_156814.1,100.000,151,0,0,1,151,336,486,1.46e-71,279
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:4350:1070,MK948880.1,98.000,150,3,0,1,150,330,479,5.24e-66,261
Photobacterium carnosum,FS10000603:2:BPC29607-1927:1:1101:5790:1070,NR_156814.1,99.338,151,0,1,1,150,336,486,2.44e-69,272
Photobacterium kishitanii,FS10000603:2:BPC29607-1927:1:1101:9980:1080,AB836833.1,97.351,151,4,0,1,151,247,397,6.83e-65,257
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:10570:1080,MK948880.1,98.675,151,2,0,1,151,330,480,3.16e-68,268
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:10590:1080,MK948880.1,99.338,151,1,0,1,151,330,480,6.79e-70,274
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:12720:1080,MK948880.1,97.351,151,4,0,1,151,330,480,6.83e-65,257
Photobacterium carnosum,FS10000603:2:BPC29607-1927:1:1101:15910:1080,NR_156814.1,99.333,150,1,0,1,150,336,485,2.42e-69,272
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:4510:1090,MK948880.1,99.338,151,1,0,1,151,330,480,6.79e-70,274
Photobacterium phosphoreum,FS10000603:2:BPC29607-1927:1:1101:8870:1090,MK648254.1,99.338,151,1,0,1,151,311,461,6.79e-70,274
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:13570:1090,MK948880.1,98.675,151,2,0,1,151,330,480,3.16e-68,268
Photobacterium carnosum,FS10000603:2:BPC29607-1927:1:1101:2520:1100,NR_156814.1,98.667,150,2,0,1,150,336,485,1.13e-67,267
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:4410:1110,MK948880.1,100.000,150,0,0,1,150,330,479,5.20e-71,278
Photobacterium carnosum,FS10000603:2:BPC29607-1927:1:1101:7830:1110,NR_156814.1,98.013,151,3,0,1,151,336,486,1.47e-66,263
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:8230:1110,MK948880.1,98.667,150,2,0,1,150,330,479,1.13e-67,267
Bos taurus,FS10000603:2:BPC29607-1927:1:1101:15800:1110,6NF8_A,100.000,137,0,0,14,150,168,304,8.77e-64,254
Lactobacillus algidus,FS10000603:2:BPC29607-1927:1:1101:5780:1120,MK948880.1,99.338,151,1,0,1,151,330,480,6.79e-70,274
